Iteration,BestFitness
0,417.136000
1,417.136000
2,417.136000
3,417.136000
4,417.136000
5,417.136000
6,417.136000
7,417.136000
8,417.136000
9,417.136000
10,417.136000
11,417.136000
12,417.136000
13,417.136000
14,417.136000
15,417.136000
16,417.136000
17,417.136000
18,417.136000
19,417.136000
20,417.136000
21,417.136000
22,417.136000
23,417.136000
24,417.136000
25,417.136000
26,417.136000
27,417.136000
28,417.136000
29,417.136000
30,417.136000
31,417.136000
32,417.136000
33,417.136000
34,417.136000
35,417.136000
36,417.136000
37,417.136000
38,417.136000
39,417.136000
40,417.136000
41,417.136000
42,417.136000
43,417.136000
44,417.136000
45,417.136000
46,417.136000
47,417.136000
48,417.136000
49,417.136000
50,417.136000
51,417.136000
52,417.136000
53,417.136000
54,417.136000
55,417.136000
56,417.136000
57,417.136000
58,417.136000
59,417.136000
60,417.136000
61,417.136000
62,417.136000
63,417.136000
64,417.136000
65,417.136000
66,417.136000
67,417.136000
68,417.136000
69,417.136000
70,417.136000
71,417.136000
72,417.136000
73,417.136000
74,417.136000
75,417.136000
76,417.136000
77,417.136000
78,417.136000
79,417.136000
80,417.136000
81,417.136000
82,417.136000
83,417.136000
84,417.136000
85,417.136000
86,417.136000
87,417.136000
88,417.136000
89,417.136000
90,417.136000
91,417.136000
92,417.136000
93,417.136000
94,417.136000
95,417.136000
96,417.136000
97,417.136000
98,417.136000
99,417.136000
