Iteration,BestFitness
0,1293.380117
1,1140.015707
2,1140.015707
3,1140.015707
4,1113.115044
5,1113.115044
6,1113.115044
7,1113.115044
8,1113.115044
9,1113.115044
10,1046.439791
11,1046.439791
12,971.057143
13,971.057143
14,971.057143
15,957.993464
16,957.993464
17,957.993464
18,957.993464
19,957.993464
20,957.993464
21,957.993464
22,957.993464
23,957.993464
24,957.993464
25,957.993464
26,957.993464
27,957.993464
28,957.993464
29,957.993464
30,957.993464
31,957.993464
32,957.993464
33,957.993464
34,957.993464
35,957.993464
36,957.993464
37,957.993464
38,957.993464
39,957.993464
40,957.993464
41,957.993464
42,957.993464
43,957.993464
44,957.993464
45,957.993464
46,957.993464
47,847.889764
48,847.889764
49,847.889764
50,847.889764
51,847.889764
52,847.889764
53,847.889764
54,847.889764
55,847.889764
56,847.889764
57,847.889764
58,847.889764
59,847.889764
60,847.889764
61,847.889764
62,847.889764
63,847.889764
64,847.889764
65,847.889764
66,847.889764
67,847.889764
68,847.889764
69,847.889764
70,847.889764
71,847.889764
72,847.889764
73,847.889764
74,847.889764
75,847.889764
76,847.889764
77,847.889764
78,847.889764
79,847.889764
80,847.889764
81,847.889764
82,847.889764
83,847.889764
84,847.889764
85,847.889764
86,847.889764
87,847.889764
88,847.889764
89,847.889764
90,847.889764
91,847.889764
92,847.889764
93,847.889764
94,847.889764
95,847.889764
96,847.889764
97,847.889764
98,847.889764
99,847.889764
