Iteration,BestFitness
0,314.006000
1,305.860000
2,305.860000
3,305.860000
4,305.860000
5,305.860000
6,286.926000
7,286.926000
8,281.498000
9,281.498000
10,281.498000
11,281.498000
12,281.498000
13,281.498000
14,281.498000
15,281.498000
16,281.498000
17,281.498000
18,281.498000
19,281.498000
20,281.498000
21,281.498000
22,281.498000
23,281.498000
24,281.498000
25,281.498000
26,281.498000
27,281.498000
28,281.498000
29,281.498000
30,281.498000
31,281.498000
32,281.498000
33,281.498000
34,281.498000
35,281.498000
36,281.498000
37,281.498000
38,281.498000
39,281.498000
40,281.498000
41,281.498000
42,281.498000
43,281.498000
44,281.498000
45,281.498000
46,281.498000
47,281.498000
48,281.498000
49,281.498000
50,281.498000
51,281.498000
52,281.498000
53,281.498000
54,281.498000
55,281.498000
56,281.498000
57,281.498000
58,281.498000
59,281.498000
60,281.498000
61,281.498000
62,281.498000
63,281.498000
64,281.498000
65,281.498000
66,281.498000
67,281.498000
68,281.498000
69,281.498000
70,281.498000
71,281.498000
72,281.498000
73,281.498000
74,281.498000
75,281.498000
76,281.498000
77,281.498000
78,281.498000
79,281.498000
80,281.498000
81,261.272000
82,261.272000
83,261.272000
84,261.272000
85,261.272000
86,261.272000
87,261.272000
88,261.272000
89,261.272000
90,261.272000
91,261.272000
92,261.272000
93,261.272000
94,261.272000
95,261.272000
96,261.272000
97,261.272000
98,261.272000
99,261.272000
