Iteration,BestFitness
0,456.768000
1,442.548000
2,442.548000
3,442.548000
4,442.548000
5,442.548000
6,442.548000
7,442.548000
8,442.548000
9,442.548000
10,442.548000
11,442.548000
12,442.548000
13,442.548000
14,442.548000
15,442.548000
16,442.548000
17,442.548000
18,442.548000
19,407.168000
20,407.168000
21,407.168000
22,407.168000
23,407.168000
24,407.168000
25,407.168000
26,407.168000
27,407.168000
28,407.168000
29,407.168000
30,407.168000
31,407.168000
32,407.168000
33,407.168000
34,407.168000
35,407.168000
36,407.168000
37,407.168000
38,407.168000
39,407.168000
40,407.168000
41,407.168000
42,407.168000
43,407.168000
44,407.168000
45,407.168000
46,407.168000
47,407.168000
48,407.168000
49,407.168000
50,407.168000
51,407.168000
52,407.168000
53,407.168000
54,407.168000
55,407.168000
56,407.168000
57,407.168000
58,407.168000
59,407.168000
60,407.168000
61,407.168000
62,407.168000
63,407.168000
64,407.168000
65,407.168000
66,407.168000
67,407.168000
68,407.168000
69,407.168000
70,407.168000
71,407.168000
72,407.168000
73,407.168000
74,407.168000
75,407.168000
76,407.168000
77,407.168000
78,407.168000
79,407.168000
80,407.168000
81,407.168000
82,407.168000
83,407.168000
84,407.168000
85,407.168000
86,407.168000
87,407.168000
88,407.168000
89,407.168000
90,407.168000
91,407.168000
92,407.168000
93,407.168000
94,407.168000
95,407.168000
96,407.168000
97,407.168000
98,407.168000
99,407.168000
