Function,Algorithm,Run,Fitness
Ackley,WOA,25,3.996803e-15
Ackley,WOA,26,7.549517e-15
Ackley,WOA,27,3.996803e-15
Ackley,WOA,28,4.440892e-16
Ackley,WOA,29,4.440892e-16
Ackley,WOA,30,7.549517e-15
Ackley,CBO,1,4.440892e-16
Ackley,CBO,2,4.440892e-16
Ackley,CBO,3,3.996803e-15
Ackley,CBO,4,4.440892e-16
Ackley,CBO,5,4.440892e-16
Ackley,CBO,6,4.440892e-16
Ackley,CBO,7,3.996803e-15
Ackley,CBO,8,4.440892e-16
Ackley,CBO,9,3.996803e-15
Ackley,CBO,10,3.996803e-15
Ackley,CBO,11,4.440892e-16
Ackley,CBO,12,3.996803e-15
Ackley,CBO,13,3.996803e-15
Ackley,CBO,14,3.996803e-15
Ackley,CBO,15,3.996803e-15
Ackley,CBO,16,4.440892e-16
Ackley,CBO,17,4.440892e-16
Ackley,CBO,18,4.440892e-16
Ackley,CBO,19,4.440892e-16
Ackley,CBO,20,3.996803e-15
Ackley,CBO,21,3.996803e-15
Ackley,CBO,22,4.440892e-16
Ackley,CBO,23,4.440892e-16
Ackley,CBO,24,3.996803e-15
Ackley,CBO,25,3.996803e-15
Ackley,CBO,26,3.996803e-15
Ackley,CBO,27,3.996803e-15
Ackley,CBO,28,3.996803e-15
Ackley,CBO,29,4.440892e-16
Ackley,CBO,30,3.996803e-15
Ackley,ICBO,1,3.996803e-15
Ackley,ICBO,2,3.996803e-15
Ackley,ICBO,3,3.996803e-15
Ackley,ICBO,4,3.996803e-15
Ackley,ICBO,5,3.996803e-15
Ackley,ICBO,6,3.996803e-15
Ackley,ICBO,7,3.996803e-15
Ackley,ICBO,8,3.996803e-15
Ackley,ICBO,9,3.996803e-15
Ackley,ICBO,10,3.996803e-15
Ackley,ICBO,11,3.996803e-15
Ackley,ICBO,12,3.996803e-15
Ackley,ICBO,13,3.996803e-15
Ackley,ICBO,14,3.996803e-15
Ackley,ICBO,15,3.996803e-15
Ackley,ICBO,16,3.996803e-15
Ackley,ICBO,17,3.996803e-15
Ackley,ICBO,18,3.996803e-15
Ackley,ICBO,19,3.996803e-15
Ackley,ICBO,20,3.996803e-15
Ackley,ICBO,21,3.996803e-15
Ackley,ICBO,22,3.996803e-15
Ackley,ICBO,23,3.996803e-15
Ackley,ICBO,24,3.996803e-15
Ackley,ICBO,25,3.996803e-15
Ackley,ICBO,26,3.996803e-15
Ackley,ICBO,27,3.996803e-15
Ackley,ICBO,28,3.996803e-15
Ackley,ICBO,29,3.996803e-15
Ackley,ICBO,30,3.996803e-15
Ackley,ICBO-Enhanced,1,4.440892e-16
Ackley,ICBO-Enhanced,2,4.440892e-16
Ackley,ICBO-Enhanced,3,4.440892e-16
Ackley,ICBO-Enhanced,4,4.440892e-16
Ackley,ICBO-Enhanced,5,4.440892e-16
Ackley,ICBO-Enhanced,6,4.440892e-16
Ackley,ICBO-Enhanced,7,4.440892e-16
Ackley,ICBO-Enhanced,8,4.440892e-16
Ackley,ICBO-Enhanced,9,4.440892e-16
Ackley,ICBO-Enhanced,10,4.440892e-16
Ackley,ICBO-Enhanced,11,4.440892e-16
Ackley,ICBO-Enhanced,12,4.440892e-16
Ackley,ICBO-Enhanced,13,4.440892e-16
Ackley,ICBO-Enhanced,14,4.440892e-16
Ackley,ICBO-Enhanced,15,4.440892e-16
Ackley,ICBO-Enhanced,16,4.440892e-16
Ackley,ICBO-Enhanced,17,4.440892e-16
Ackley,ICBO-Enhanced,18,4.440892e-16
Ackley,ICBO-Enhanced,19,4.440892e-16
Ackley,ICBO-Enhanced,20,4.440892e-16
Ackley,ICBO-Enhanced,21,4.440892e-16
Ackley,ICBO-Enhanced,22,4.440892e-16
Ackley,ICBO-Enhanced,23,4.440892e-16
Ackley,ICBO-Enhanced,24,4.440892e-16
Ackley,ICBO-Enhanced,25,4.440892e-16
Ackley,ICBO-Enhanced,26,4.440892e-16
Ackley,ICBO-Enhanced,27,4.440892e-16
Ackley,ICBO-Enhanced,28,4.440892e-16
Ackley,ICBO-Enhanced,29,4.440892e-16
Ackley,ICBO-Enhanced,30,4.440892e-16
Ackley,EDCBO-Fixed,1,1.929107e+01
Ackley,EDCBO-Fixed,2,1.882152e+01
Ackley,EDCBO-Fixed,3,1.867901e+01
Ackley,EDCBO-Fixed,4,1.914284e+01
Ackley,EDCBO-Fixed,5,1.853301e+01
Ackley,EDCBO-Fixed,6,1.713454e+01
Ackley,EDCBO-Fixed,7,1.936882e+01
Ackley,EDCBO-Fixed,8,1.878670e+01
Ackley,EDCBO-Fixed,9,1.919625e+01
Ackley,EDCBO-Fixed,10,1.541072e+01
Ackley,EDCBO-Fixed,11,1.793012e+01
Ackley,EDCBO-Fixed,12,1.866300e+01
Ackley,EDCBO-Fixed,13,1.880584e+01
Ackley,EDCBO-Fixed,14,1.825708e+01
Ackley,EDCBO-Fixed,15,1.942145e+01
Ackley,EDCBO-Fixed,16,1.747699e+01
Ackley,EDCBO-Fixed,17,1.727195e+01
Ackley,EDCBO-Fixed,18,1.774009e+01
Ackley,EDCBO-Fixed,19,1.914988e+01
Ackley,EDCBO-Fixed,20,1.811189e+01
Ackley,EDCBO-Fixed,21,1.928681e+01
Ackley,EDCBO-Fixed,22,1.894494e+01
Ackley,EDCBO-Fixed,23,1.796973e+01
Ackley,EDCBO-Fixed,24,1.790928e+01
Ackley,EDCBO-Fixed,25,1.769663e+01
Ackley,EDCBO-Fixed,26,1.774077e+01
Ackley,EDCBO-Fixed,27,1.647012e+01
Ackley,EDCBO-Fixed,28,1.674644e+01
Ackley,EDCBO-Fixed,29,1.826325e+01
Ackley,EDCBO-Fixed,30,1.835846e+01
Schwefel,Random,1,8.706129e+03
Schwefel,Random,2,8.346643e+03
Schwefel,Random,3,7.990242e+03
Schwefel,Random,4,8.631587e+03
Schwefel,Random,5,8.195202e+03
Schwefel,Random,6,8.549087e+03
Schwefel,Random,7,7.932549e+03
Schwefel,Random,8,8.300687e+03
Schwefel,Random,9,8.213480e+03
Schwefel,Random,10,8.335184e+03
Schwefel,Random,11,8.358542e+03
Schwefel,Random,12,8.408931e+03
Schwefel,Random,13,8.446441e+03
Schwefel,Random,14,8.361576e+03
Schwefel,Random,15,8.329373e+03
Schwefel,Random,16,8.277319e+03
Schwefel,Random,17,8.174943e+03
Schwefel,Random,18,8.249317e+03
Schwefel,Random,19,8.343809e+03
Schwefel,Random,20,8.485493e+03
Schwefel,Random,21,7.944371e+03
Schwefel,Random,22,8.246114e+03
Schwefel,Random,23,8.651816e+03
Schwefel,Random,24,8.184900e+03
Schwefel,Random,25,8.492827e+03
Schwefel,Random,26,8.624579e+03
Schwefel,Random,27,8.247528e+03
Schwefel,Random,28,8.253164e+03
Schwefel,Random,29,8.425273e+03
Schwefel,Random,30,8.344559e+03
Schwefel,PSO,1,3.844483e+03
Schwefel,PSO,2,3.815903e+03
Schwefel,PSO,3,3.100725e+03
Schwefel,PSO,4,3.732418e+03
Schwefel,PSO,5,3.243418e+03
Schwefel,PSO,6,3.796169e+03
Schwefel,PSO,7,4.253219e+03
Schwefel,PSO,8,3.732374e+03
Schwefel,PSO,9,4.247151e+03
Schwefel,PSO,10,4.025188e+03
Schwefel,PSO,11,4.227525e+03
Schwefel,PSO,12,3.616981e+03
Schwefel,PSO,13,3.519797e+03
Schwefel,PSO,14,4.251484e+03
Schwefel,PSO,15,4.461276e+03
Schwefel,PSO,16,3.970803e+03
Schwefel,PSO,17,5.171961e+03
Schwefel,PSO,18,3.639719e+03
Schwefel,PSO,19,3.996537e+03
Schwefel,PSO,20,4.234808e+03
Schwefel,PSO,21,3.477253e+03
Schwefel,PSO,22,4.166778e+03
Schwefel,PSO,23,2.289819e+03
Schwefel,PSO,24,4.761449e+03
Schwefel,PSO,25,4.700162e+03
Schwefel,PSO,26,4.405094e+03
Schwefel,PSO,27,2.828871e+03
Schwefel,PSO,28,3.383108e+03
Schwefel,PSO,29,3.881147e+03
Schwefel,PSO,30,3.339083e+03
Schwefel,GWO,1,5.886625e+03
Schwefel,GWO,2,6.423686e+03
Schwefel,GWO,3,6.667461e+03
Schwefel,GWO,4,7.767575e+03
Schwefel,GWO,5,5.282225e+03
Schwefel,GWO,6,7.218244e+03
Schwefel,GWO,7,8.676666e+03
Schwefel,GWO,8,5.733003e+03
Schwefel,GWO,9,6.205522e+03
Schwefel,GWO,10,6.012223e+03
Schwefel,GWO,11,6.411009e+03
Schwefel,GWO,12,8.762730e+03
Schwefel,GWO,13,6.475583e+03
Schwefel,GWO,14,6.829136e+03
Schwefel,GWO,15,6.768705e+03
Schwefel,GWO,16,5.636003e+03
Schwefel,GWO,17,6.173329e+03
Schwefel,GWO,18,6.389745e+03
Schwefel,GWO,19,5.733945e+03
Schwefel,GWO,20,5.410659e+03
Schwefel,GWO,21,6.256209e+03
Schwefel,GWO,22,6.878355e+03
Schwefel,GWO,23,4.695629e+03
Schwefel,GWO,24,8.886993e+03
Schwefel,GWO,25,7.113062e+03
Schwefel,GWO,26,4.813403e+03
Schwefel,GWO,27,5.954801e+03
Schwefel,GWO,28,5.224913e+03
Schwefel,GWO,29,6.463311e+03
Schwefel,GWO,30,5.896344e+03
Schwefel,WOA,1,2.591084e-01
Schwefel,WOA,2,1.594078e-01
Schwefel,WOA,3,3.944503e-01
Schwefel,WOA,4,2.195950e+02
Schwefel,WOA,5,2.180434e+02
Schwefel,WOA,6,1.158877e+03
Schwefel,WOA,7,5.530841e+03
Schwefel,WOA,8,1.349731e+00
Schwefel,WOA,9,1.284898e+00
Schwefel,WOA,10,2.203834e+02
Schwefel,WOA,11,5.467491e-02
Schwefel,WOA,12,4.303731e+02
Schwefel,WOA,13,9.166155e-02
Schwefel,WOA,14,2.545915e+00
Schwefel,WOA,15,1.805683e+03
Schwefel,WOA,16,1.134641e+00
Schwefel,WOA,17,2.212836e+02
Schwefel,WOA,18,6.892874e+02
Schwefel,WOA,19,5.529413e-03
Schwefel,WOA,20,6.194766e+02
Schwefel,WOA,21,3.380917e-01
Schwefel,WOA,22,1.347042e+00
Schwefel,WOA,23,1.008978e+00
Schwefel,WOA,24,3.572632e+02
Schwefel,WOA,25,1.144145e+03
Schwefel,WOA,26,4.763169e-01
Schwefel,WOA,27,2.427537e+00
Schwefel,WOA,28,1.208399e+03
Schwefel,WOA,29,2.350189e+00
Schwefel,WOA,30,3.591720e+02
Schwefel,CBO,1,9.249307e+03
Schwefel,CBO,2,8.720107e+03
Schwefel,CBO,3,1.050551e+04
Schwefel,CBO,4,1.004864e+04
Schwefel,CBO,5,8.836007e+03
Schwefel,CBO,6,9.484500e+03
Schwefel,CBO,7,9.430467e+03
Schwefel,CBO,8,9.803405e+03
Schwefel,CBO,9,1.007672e+04
Schwefel,CBO,10,8.659089e+03
Schwefel,CBO,11,9.134656e+03
Schwefel,CBO,12,9.075112e+03
Schwefel,CBO,13,9.791717e+03
Schwefel,CBO,14,9.743724e+03
Schwefel,CBO,15,9.609011e+03
Schwefel,CBO,16,9.371724e+03
Schwefel,CBO,17,8.814792e+03
Schwefel,CBO,18,9.353140e+03
Schwefel,CBO,19,9.990252e+03
Schwefel,CBO,20,9.297110e+03
Schwefel,CBO,21,9.197754e+03
Schwefel,CBO,22,8.995401e+03
Schwefel,CBO,23,1.003940e+04
Schwefel,CBO,24,1.034522e+04
Schwefel,CBO,25,1.022947e+04
Schwefel,CBO,26,1.009304e+04
Schwefel,CBO,27,8.400160e+03
Schwefel,CBO,28,8.928187e+03
Schwefel,CBO,29,9.324174e+03
Schwefel,CBO,30,8.756328e+03
Schwefel,ICBO,1,9.451135e+03
Schwefel,ICBO,2,1.002708e+04
Schwefel,ICBO,3,9.953909e+03
Schwefel,ICBO,4,1.034783e+04
Schwefel,ICBO,5,9.196774e+03
Schwefel,ICBO,6,9.931794e+03
Schwefel,ICBO,7,9.960906e+03
Schwefel,ICBO,8,1.005045e+04
Schwefel,ICBO,9,9.367726e+03
Schwefel,ICBO,10,8.984749e+03
Schwefel,ICBO,11,9.138339e+03
Schwefel,ICBO,12,9.808062e+03
Schwefel,ICBO,13,9.864905e+03
Schwefel,ICBO,14,1.042554e+04
Schwefel,ICBO,15,1.050372e+04
Schwefel,ICBO,16,9.614286e+03
Schwefel,ICBO,17,1.020923e+04
Schwefel,ICBO,18,9.353140e+03
Schwefel,ICBO,19,1.031585e+04
Schwefel,ICBO,20,9.604752e+03
Schwefel,ICBO,21,1.002064e+04
Schwefel,ICBO,22,9.233750e+03
Schwefel,ICBO,23,1.018026e+04
Schwefel,ICBO,24,1.026714e+04
Schwefel,ICBO,25,1.002464e+04
Schwefel,ICBO,26,1.040842e+04
Schwefel,ICBO,27,9.279000e+03
Schwefel,ICBO,28,9.385482e+03
Schwefel,ICBO,29,9.969051e+03
Schwefel,ICBO,30,9.997414e+03
Schwefel,ICBO-Enhanced,1,8.125851e+03
Schwefel,ICBO-Enhanced,2,6.967508e+03
Schwefel,ICBO-Enhanced,3,6.966055e+03
Schwefel,ICBO-Enhanced,4,4.920038e+03
Schwefel,ICBO-Enhanced,5,7.898690e+03
Schwefel,ICBO-Enhanced,6,5.310102e+03
Schwefel,ICBO-Enhanced,7,6.191248e+03
Schwefel,ICBO-Enhanced,8,7.102064e+03
Schwefel,ICBO-Enhanced,9,7.137754e+03
Schwefel,ICBO-Enhanced,10,7.090309e+03
Schwefel,ICBO-Enhanced,11,9.246650e+03
Schwefel,ICBO-Enhanced,12,7.950205e+03
Schwefel,ICBO-Enhanced,13,7.798263e+03
Schwefel,ICBO-Enhanced,14,6.490470e+03
Schwefel,ICBO-Enhanced,15,7.046367e+03
Schwefel,ICBO-Enhanced,16,6.405329e+03
Schwefel,ICBO-Enhanced,17,7.689279e+03
Schwefel,ICBO-Enhanced,18,7.404660e+03
Schwefel,ICBO-Enhanced,19,7.598315e+03
Schwefel,ICBO-Enhanced,20,7.058859e+03
Schwefel,ICBO-Enhanced,21,5.894983e+03
Schwefel,ICBO-Enhanced,22,6.978073e+03
Schwefel,ICBO-Enhanced,23,5.964954e+03
Schwefel,ICBO-Enhanced,24,5.988003e+03
Schwefel,ICBO-Enhanced,25,7.962493e+03
Schwefel,ICBO-Enhanced,26,6.904811e+03
Schwefel,ICBO-Enhanced,27,6.653224e+03
Schwefel,ICBO-Enhanced,28,9.687847e+03
Schwefel,ICBO-Enhanced,29,6.471859e+03
Schwefel,ICBO-Enhanced,30,9.043263e+03
Schwefel,EDCBO-Fixed,1,5.233655e+03
Schwefel,EDCBO-Fixed,2,1.697693e+03
Schwefel,EDCBO-Fixed,3,3.869013e+03
Schwefel,EDCBO-Fixed,4,4.421811e+03
Schwefel,EDCBO-Fixed,5,4.954950e+03
Schwefel,EDCBO-Fixed,6,5.389220e+03
Schwefel,EDCBO-Fixed,7,3.553150e+03
Schwefel,EDCBO-Fixed,8,3.888839e+03
Schwefel,EDCBO-Fixed,9,3.829520e+03
Schwefel,EDCBO-Fixed,10,4.264358e+03
Schwefel,EDCBO-Fixed,11,4.856112e+03
Schwefel,EDCBO-Fixed,12,4.362580e+03
Schwefel,EDCBO-Fixed,13,1.144976e+03
Schwefel,EDCBO-Fixed,14,4.481533e+03
Schwefel,EDCBO-Fixed,15,4.244290e+03
Schwefel,EDCBO-Fixed,16,4.165153e+03
Schwefel,EDCBO-Fixed,17,4.658835e+03
Schwefel,EDCBO-Fixed,18,4.836447e+03
Schwefel,EDCBO-Fixed,19,3.434712e+03
Schwefel,EDCBO-Fixed,20,4.422292e+03
Schwefel,EDCBO-Fixed,21,3.158876e+03
Schwefel,EDCBO-Fixed,22,4.660236e+03
Schwefel,EDCBO-Fixed,23,4.225970e+03
Schwefel,EDCBO-Fixed,24,5.033884e+03
Schwefel,EDCBO-Fixed,25,3.730960e+03
Schwefel,EDCBO-Fixed,26,4.602561e+03
Schwefel,EDCBO-Fixed,27,4.166740e+03
Schwefel,EDCBO-Fixed,28,4.917376e+03
Schwefel,EDCBO-Fixed,29,4.958041e+03
Schwefel,EDCBO-Fixed,30,4.481489e+03
Six-Hump Camel,Random,1,-1.023549e+00
Six-Hump Camel,Random,2,-1.030400e+00
Six-Hump Camel,Random,3,-1.031299e+00
Six-Hump Camel,Random,4,-1.030809e+00
Six-Hump Camel,Random,5,-1.030092e+00
Six-Hump Camel,Random,6,-1.027734e+00
Six-Hump Camel,Random,7,-1.027184e+00
Six-Hump Camel,Random,8,-1.031239e+00
Six-Hump Camel,Random,9,-1.029751e+00
Six-Hump Camel,Random,10,-1.031303e+00
Six-Hump Camel,Random,11,-1.030551e+00
Six-Hump Camel,Random,12,-1.027881e+00
Six-Hump Camel,Random,13,-1.029421e+00
Six-Hump Camel,Random,14,-1.027643e+00
Six-Hump Camel,Random,15,-1.031055e+00
Six-Hump Camel,Random,16,-1.029892e+00
Six-Hump Camel,Random,17,-1.029896e+00
Six-Hump Camel,Random,18,-1.029165e+00
Six-Hump Camel,Random,19,-1.030393e+00
Six-Hump Camel,Random,20,-1.022897e+00
Six-Hump Camel,Random,21,-1.030184e+00
Six-Hump Camel,Random,22,-1.030593e+00
Six-Hump Camel,Random,23,-1.026539e+00
Six-Hump Camel,Random,24,-1.031094e+00
Six-Hump Camel,Random,25,-1.031043e+00
Six-Hump Camel,Random,26,-1.027740e+00
Six-Hump Camel,Random,27,-1.030580e+00
Six-Hump Camel,Random,28,-1.030253e+00
Six-Hump Camel,Random,29,-1.025260e+00
Six-Hump Camel,Random,30,-1.027497e+00
Six-Hump Camel,PSO,1,-1.031628e+00
Six-Hump Camel,PSO,2,-1.031628e+00
Six-Hump Camel,PSO,3,-1.031628e+00
Six-Hump Camel,PSO,4,-1.031628e+00
Six-Hump Camel,PSO,5,-1.031628e+00
Six-Hump Camel,PSO,6,-1.031628e+00
Six-Hump Camel,PSO,7,-1.031628e+00
Six-Hump Camel,PSO,8,-1.031628e+00
Six-Hump Camel,PSO,9,-1.031628e+00
Six-Hump Camel,PSO,10,-1.031628e+00
Six-Hump Camel,PSO,11,-1.031628e+00
Six-Hump Camel,PSO,12,-1.031628e+00
Six-Hump Camel,PSO,13,-1.031628e+00
Six-Hump Camel,PSO,14,-1.031628e+00
Six-Hump Camel,PSO,15,-1.031628e+00
Six-Hump Camel,PSO,16,-1.031628e+00
Six-Hump Camel,PSO,17,-1.031628e+00
Six-Hump Camel,PSO,18,-1.031628e+00
Six-Hump Camel,PSO,19,-1.031628e+00
Six-Hump Camel,PSO,20,-1.031628e+00
Six-Hump Camel,PSO,21,-1.031628e+00
Six-Hump Camel,PSO,22,-1.031628e+00
Six-Hump Camel,PSO,23,-1.031628e+00
Six-Hump Camel,PSO,24,-1.031628e+00
Six-Hump Camel,PSO,25,-1.031628e+00
Six-Hump Camel,PSO,26,-1.031628e+00
Six-Hump Camel,PSO,27,-1.031628e+00
Six-Hump Camel,PSO,28,-1.031628e+00
Six-Hump Camel,PSO,29,-1.031628e+00
Six-Hump Camel,PSO,30,-1.031628e+00
Six-Hump Camel,GWO,1,-1.031628e+00
Six-Hump Camel,GWO,2,-1.031628e+00
Six-Hump Camel,GWO,3,-1.031628e+00
Six-Hump Camel,GWO,4,-1.031628e+00
Six-Hump Camel,GWO,5,-1.031628e+00
Six-Hump Camel,GWO,6,-1.031628e+00
Six-Hump Camel,GWO,7,-1.031628e+00
Six-Hump Camel,GWO,8,-1.031628e+00
Six-Hump Camel,GWO,9,-1.031628e+00
Six-Hump Camel,GWO,10,-1.031628e+00
Six-Hump Camel,GWO,11,-1.031628e+00
Six-Hump Camel,GWO,12,-1.031628e+00
Six-Hump Camel,GWO,13,-1.031628e+00
Six-Hump Camel,GWO,14,-1.031628e+00
Six-Hump Camel,GWO,15,-1.031628e+00
Six-Hump Camel,GWO,16,-1.031628e+00
Six-Hump Camel,GWO,17,-1.031628e+00
Six-Hump Camel,GWO,18,-1.031628e+00
Six-Hump Camel,GWO,19,-1.031628e+00
Six-Hump Camel,GWO,20,-1.031628e+00
Six-Hump Camel,GWO,21,-1.031628e+00
Six-Hump Camel,GWO,22,-1.031628e+00
Six-Hump Camel,GWO,23,-1.031628e+00
Six-Hump Camel,GWO,24,-1.031628e+00
Six-Hump Camel,GWO,25,-1.031628e+00
Six-Hump Camel,GWO,26,-1.031628e+00
Six-Hump Camel,GWO,27,-1.031628e+00
Six-Hump Camel,GWO,28,-1.031628e+00
Six-Hump Camel,GWO,29,-1.031628e+00
Six-Hump Camel,GWO,30,-1.031628e+00
Six-Hump Camel,WOA,1,-1.031628e+00
Six-Hump Camel,WOA,2,-1.031628e+00
Six-Hump Camel,WOA,3,-1.031628e+00
Six-Hump Camel,WOA,4,-1.031628e+00
Six-Hump Camel,WOA,5,-1.031628e+00
Six-Hump Camel,WOA,6,-1.031628e+00
Six-Hump Camel,WOA,7,-1.031628e+00
Six-Hump Camel,WOA,8,-1.031628e+00
Six-Hump Camel,WOA,9,-1.031628e+00
Six-Hump Camel,WOA,10,-1.031628e+00
Six-Hump Camel,WOA,11,-1.031628e+00
Six-Hump Camel,WOA,12,-1.031628e+00
Six-Hump Camel,WOA,13,-1.031628e+00
Six-Hump Camel,WOA,14,-1.031628e+00
Six-Hump Camel,WOA,15,-1.031628e+00
Six-Hump Camel,WOA,16,-1.031628e+00
Six-Hump Camel,WOA,17,-1.031628e+00
Six-Hump Camel,WOA,18,-1.031628e+00
Six-Hump Camel,WOA,19,-1.031628e+00
Six-Hump Camel,WOA,20,-1.031628e+00
Six-Hump Camel,WOA,21,-1.031628e+00
Six-Hump Camel,WOA,22,-1.031628e+00
Six-Hump Camel,WOA,23,-1.031628e+00
Six-Hump Camel,WOA,24,-1.031628e+00
Six-Hump Camel,WOA,25,-1.031628e+00
Six-Hump Camel,WOA,26,-1.031628e+00
Six-Hump Camel,WOA,27,-1.031628e+00
Six-Hump Camel,WOA,28,-1.031628e+00
Six-Hump Camel,WOA,29,-1.031628e+00
Six-Hump Camel,WOA,30,-1.031628e+00
Six-Hump Camel,CBO,1,-1.031589e+00
Six-Hump Camel,CBO,2,-1.031309e+00
Six-Hump Camel,CBO,3,-1.030014e+00
Six-Hump Camel,CBO,4,-1.026544e+00
Six-Hump Camel,CBO,5,-1.031487e+00
Six-Hump Camel,CBO,6,-1.031394e+00
Six-Hump Camel,CBO,7,-1.031225e+00
Six-Hump Camel,CBO,8,-1.031611e+00
Six-Hump Camel,CBO,9,-1.031320e+00
Six-Hump Camel,CBO,10,-1.031100e+00
Six-Hump Camel,CBO,11,-1.031162e+00
Six-Hump Camel,CBO,12,-1.031258e+00
Six-Hump Camel,CBO,13,-1.031571e+00
Six-Hump Camel,CBO,14,-1.031294e+00
Six-Hump Camel,CBO,15,-1.031388e+00
Six-Hump Camel,CBO,16,-1.031628e+00
Six-Hump Camel,CBO,17,-1.018450e+00
Six-Hump Camel,CBO,18,-1.031398e+00
Six-Hump Camel,CBO,19,-1.031554e+00
Six-Hump Camel,CBO,20,-1.031507e+00
Six-Hump Camel,CBO,21,-1.031498e+00
Six-Hump Camel,CBO,22,-1.031551e+00
Six-Hump Camel,CBO,23,-1.031400e+00
Six-Hump Camel,CBO,24,-1.031624e+00
Six-Hump Camel,CBO,25,-9.856428e-01
Six-Hump Camel,CBO,26,-1.031590e+00
Six-Hump Camel,CBO,27,-1.031499e+00
Six-Hump Camel,CBO,28,-1.031487e+00
Six-Hump Camel,CBO,29,-1.031622e+00
Six-Hump Camel,CBO,30,-1.031596e+00
Six-Hump Camel,ICBO,1,-1.029704e+00
Six-Hump Camel,ICBO,2,-1.019169e+00
Six-Hump Camel,ICBO,3,-1.030262e+00
Six-Hump Camel,ICBO,4,-1.031163e+00
Six-Hump Camel,ICBO,5,-1.031396e+00
Six-Hump Camel,ICBO,6,-1.031035e+00
Six-Hump Camel,ICBO,7,-1.014893e+00
Six-Hump Camel,ICBO,8,-1.024461e+00
Six-Hump Camel,ICBO,9,-1.031465e+00
Six-Hump Camel,ICBO,10,-1.028025e+00
Six-Hump Camel,ICBO,11,-1.030907e+00
Six-Hump Camel,ICBO,12,-1.031481e+00
Six-Hump Camel,ICBO,13,-1.026792e+00
Six-Hump Camel,ICBO,14,-1.018841e+00
Six-Hump Camel,ICBO,15,-1.025749e+00
Six-Hump Camel,ICBO,16,-1.031075e+00
Six-Hump Camel,ICBO,17,-1.030417e+00
Six-Hump Camel,ICBO,18,-1.028103e+00
Six-Hump Camel,ICBO,19,-1.029810e+00
Six-Hump Camel,ICBO,20,-1.030398e+00
Six-Hump Camel,ICBO,21,-1.027910e+00
Six-Hump Camel,ICBO,22,-1.031420e+00
Six-Hump Camel,ICBO,23,-1.017143e+00
Six-Hump Camel,ICBO,24,-1.030371e+00
Six-Hump Camel,ICBO,25,-1.030353e+00
Six-Hump Camel,ICBO,26,-1.007011e+00
Six-Hump Camel,ICBO,27,-1.027234e+00
Six-Hump Camel,ICBO,28,-1.031328e+00
Six-Hump Camel,ICBO,29,-1.030523e+00
Six-Hump Camel,ICBO,30,-1.025246e+00
Six-Hump Camel,ICBO-Enhanced,1,-1.031177e+00
Six-Hump Camel,ICBO-Enhanced,2,-1.031606e+00
Six-Hump Camel,ICBO-Enhanced,3,-1.031608e+00
Six-Hump Camel,ICBO-Enhanced,4,-1.031324e+00
Six-Hump Camel,ICBO-Enhanced,5,-1.031503e+00
Six-Hump Camel,ICBO-Enhanced,6,-1.031619e+00
Six-Hump Camel,ICBO-Enhanced,7,-1.030179e+00
Six-Hump Camel,ICBO-Enhanced,8,-1.031577e+00
Six-Hump Camel,ICBO-Enhanced,9,-1.031611e+00
Six-Hump Camel,ICBO-Enhanced,10,-1.031471e+00
Six-Hump Camel,ICBO-Enhanced,11,-1.029887e+00
Six-Hump Camel,ICBO-Enhanced,12,-1.031335e+00
Six-Hump Camel,ICBO-Enhanced,13,-1.030870e+00
Six-Hump Camel,ICBO-Enhanced,14,-1.031517e+00
Six-Hump Camel,ICBO-Enhanced,15,-1.030955e+00
Six-Hump Camel,ICBO-Enhanced,16,-1.029954e+00
Six-Hump Camel,ICBO-Enhanced,17,-1.031207e+00
Six-Hump Camel,ICBO-Enhanced,18,-1.030115e+00
Six-Hump Camel,ICBO-Enhanced,19,-1.030393e+00
Six-Hump Camel,ICBO-Enhanced,20,-1.031340e+00
Six-Hump Camel,ICBO-Enhanced,21,-1.031482e+00
Six-Hump Camel,ICBO-Enhanced,22,-1.031475e+00
Six-Hump Camel,ICBO-Enhanced,23,-1.031495e+00
Six-Hump Camel,ICBO-Enhanced,24,-1.031359e+00
Six-Hump Camel,ICBO-Enhanced,25,-1.031117e+00
Six-Hump Camel,ICBO-Enhanced,26,-1.031328e+00
Six-Hump Camel,ICBO-Enhanced,27,-1.029994e+00
Six-Hump Camel,ICBO-Enhanced,28,-1.031441e+00
Six-Hump Camel,ICBO-Enhanced,29,-1.030252e+00
Six-Hump Camel,ICBO-Enhanced,30,-1.030015e+00
Six-Hump Camel,EDCBO-Fixed,1,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,2,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,3,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,4,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,5,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,6,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,7,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,8,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,9,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,10,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,11,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,12,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,13,-1.031628e+00
Six-Hump Camel,EDCBO-Fixed,14,-1.031628e+00
