Function,Algorithm,Run,Fitness
Bent Cigar,PSO,9,1.309535e-12
Bent Cigar,PSO,10,1.000000e+04
Bent Cigar,PSO,11,1.000000e+04
Bent Cigar,PSO,12,4.953230e-11
Bent Cigar,PSO,13,3.182676e-10
Bent Cigar,PSO,14,2.401775e-14
Bent Cigar,PSO,15,1.100296e-06
Bent Cigar,PSO,16,1.255881e-12
Bent Cigar,PSO,17,5.814295e-12
Bent Cigar,PSO,18,1.000000e+04
Bent Cigar,PSO,19,1.495044e-12
Bent Cigar,PSO,20,1.000000e+04
Bent Cigar,PSO,21,7.114855e-14
Bent Cigar,PSO,22,9.306689e-13
Bent Cigar,PSO,23,8.858154e-11
Bent Cigar,PSO,24,1.404597e-14
Bent Cigar,PSO,25,1.000000e+04
Bent Cigar,PSO,26,5.857592e-12
Bent Cigar,PSO,27,2.722644e-11
Bent Cigar,PSO,28,1.068034e-12
Bent Cigar,PSO,29,3.502824e-12
Bent Cigar,PSO,30,8.992850e-09
Bent Cigar,GWO,1,7.197005e-159
Bent Cigar,GWO,2,6.997205e-160
Bent Cigar,GWO,3,3.988134e-160
Bent Cigar,GWO,4,6.457344e-159
Bent Cigar,GWO,5,5.979672e-162
Bent Cigar,GWO,6,2.699445e-159
Bent Cigar,GWO,7,6.897952e-159
Bent Cigar,GWO,8,3.058018e-160
Bent Cigar,GWO,9,8.505672e-163
Bent Cigar,GWO,10,1.004810e-160
Bent Cigar,GWO,11,6.094347e-159
Bent Cigar,GWO,12,2.699092e-158
Bent Cigar,GWO,13,1.184149e-158
Bent Cigar,GWO,14,4.676817e-159
Bent Cigar,GWO,15,7.498494e-161
Bent Cigar,GWO,16,1.629998e-162
Bent Cigar,GWO,17,1.488557e-160
Bent Cigar,GWO,18,2.738308e-158
Bent Cigar,GWO,19,2.037258e-158
Bent Cigar,GWO,20,1.072566e-157
Bent Cigar,GWO,21,9.548548e-163
Bent Cigar,GWO,22,8.591056e-162
Bent Cigar,GWO,23,4.544091e-157
Bent Cigar,GWO,24,1.476519e-155
Bent Cigar,GWO,25,1.254860e-156
Bent Cigar,GWO,26,2.200966e-160
Bent Cigar,GWO,27,6.501952e-157
Bent Cigar,GWO,28,1.895036e-160
Bent Cigar,GWO,29,3.657140e-159
Bent Cigar,GWO,30,1.470614e-158
Bent Cigar,WOA,1,2.026412e-214
Bent Cigar,WOA,2,4.254973e-209
Bent Cigar,WOA,3,1.174109e-209
Bent Cigar,WOA,4,2.479974e-214
Bent Cigar,WOA,5,1.985483e-210
Bent Cigar,WOA,6,8.089281e-220
Bent Cigar,WOA,7,1.012032e-215
Bent Cigar,WOA,8,2.040918e-209
Bent Cigar,WOA,9,5.759005e-216
Bent Cigar,WOA,10,9.048030e-222
Bent Cigar,WOA,11,8.629434e-209
Bent Cigar,WOA,12,1.844954e-213
Bent Cigar,WOA,13,2.729372e-208
Bent Cigar,WOA,14,5.079569e-214
Bent Cigar,WOA,15,3.878989e-211
Bent Cigar,WOA,16,8.483011e-216
Bent Cigar,WOA,17,7.322269e-217
Bent Cigar,WOA,18,3.062297e-214
Bent Cigar,WOA,19,4.070625e-208
Bent Cigar,WOA,20,9.795638e-198
Bent Cigar,WOA,21,2.109353e-207
Bent Cigar,WOA,22,6.294843e-213
Bent Cigar,WOA,23,2.762898e-216
Bent Cigar,WOA,24,7.471775e-206
Bent Cigar,WOA,25,1.886330e-216
Bent Cigar,WOA,26,4.277199e-214
Bent Cigar,WOA,27,2.268233e-215
Bent Cigar,WOA,28,1.497838e-206
Bent Cigar,WOA,29,4.308112e-219
Bent Cigar,WOA,30,1.631125e-213
Bent Cigar,CBO,1,0.000000e+00
Bent Cigar,CBO,2,0.000000e+00
Bent Cigar,CBO,3,0.000000e+00
Bent Cigar,CBO,4,0.000000e+00
Bent Cigar,CBO,5,0.000000e+00
Bent Cigar,CBO,6,0.000000e+00
Bent Cigar,CBO,7,0.000000e+00
Bent Cigar,CBO,8,0.000000e+00
Bent Cigar,CBO,9,0.000000e+00
Bent Cigar,CBO,10,0.000000e+00
Bent Cigar,CBO,11,0.000000e+00
Bent Cigar,CBO,12,0.000000e+00
Bent Cigar,CBO,13,0.000000e+00
Bent Cigar,CBO,14,0.000000e+00
Bent Cigar,CBO,15,0.000000e+00
Bent Cigar,CBO,16,0.000000e+00
Bent Cigar,CBO,17,0.000000e+00
Bent Cigar,CBO,18,0.000000e+00
Bent Cigar,CBO,19,0.000000e+00
Bent Cigar,CBO,20,0.000000e+00
Bent Cigar,CBO,21,0.000000e+00
Bent Cigar,CBO,22,0.000000e+00
Bent Cigar,CBO,23,0.000000e+00
Bent Cigar,CBO,24,0.000000e+00
Bent Cigar,CBO,25,0.000000e+00
Bent Cigar,CBO,26,0.000000e+00
Bent Cigar,CBO,27,0.000000e+00
Bent Cigar,CBO,28,0.000000e+00
Bent Cigar,CBO,29,0.000000e+00
Bent Cigar,CBO,30,0.000000e+00
Bent Cigar,ICBO,1,8.617244e-190
Bent Cigar,ICBO,2,9.568402e-191
Bent Cigar,ICBO,3,6.556265e-190
Bent Cigar,ICBO,4,7.821831e-190
Bent Cigar,ICBO,5,8.972627e-190
Bent Cigar,ICBO,6,3.909019e-190
Bent Cigar,ICBO,7,5.667897e-190
Bent Cigar,ICBO,8,3.608962e-190
Bent Cigar,ICBO,9,8.148724e-190
Bent Cigar,ICBO,10,5.810334e-190
Bent Cigar,ICBO,11,2.478637e-190
Bent Cigar,ICBO,12,1.444396e-189
Bent Cigar,ICBO,13,9.553202e-190
Bent Cigar,ICBO,14,6.333907e-190
Bent Cigar,ICBO,15,7.040127e-190
Bent Cigar,ICBO,16,8.490421e-190
Bent Cigar,ICBO,17,8.178305e-191
Bent Cigar,ICBO,18,2.611356e-191
Bent Cigar,ICBO,19,5.020095e-190
Bent Cigar,ICBO,20,5.186247e-190
Bent Cigar,ICBO,21,4.182457e-190
Bent Cigar,ICBO,22,5.704418e-190
Bent Cigar,ICBO,23,5.205379e-190
Bent Cigar,ICBO,24,1.862761e-190
Bent Cigar,ICBO,25,1.201170e-189
Bent Cigar,ICBO,26,1.062557e-189
Bent Cigar,ICBO,27,4.326153e-190
Bent Cigar,ICBO,28,5.445300e-190
Bent Cigar,ICBO,29,1.197257e-189
Bent Cigar,ICBO,30,2.691967e-191
Bent Cigar,ICBO-Enhanced,1,0.000000e+00
Bent Cigar,ICBO-Enhanced,2,0.000000e+00
Bent Cigar,ICBO-Enhanced,3,0.000000e+00
Bent Cigar,ICBO-Enhanced,4,0.000000e+00
Bent Cigar,ICBO-Enhanced,5,0.000000e+00
Bent Cigar,ICBO-Enhanced,6,0.000000e+00
Bent Cigar,ICBO-Enhanced,7,0.000000e+00
Bent Cigar,ICBO-Enhanced,8,0.000000e+00
Bent Cigar,ICBO-Enhanced,9,0.000000e+00
Bent Cigar,ICBO-Enhanced,10,0.000000e+00
Bent Cigar,ICBO-Enhanced,11,0.000000e+00
Bent Cigar,ICBO-Enhanced,12,0.000000e+00
Bent Cigar,ICBO-Enhanced,13,0.000000e+00
Bent Cigar,ICBO-Enhanced,14,0.000000e+00
Bent Cigar,ICBO-Enhanced,15,0.000000e+00
Bent Cigar,ICBO-Enhanced,16,0.000000e+00
Bent Cigar,ICBO-Enhanced,17,0.000000e+00
Bent Cigar,ICBO-Enhanced,18,0.000000e+00
Bent Cigar,ICBO-Enhanced,19,0.000000e+00
Bent Cigar,ICBO-Enhanced,20,0.000000e+00
Bent Cigar,ICBO-Enhanced,21,0.000000e+00
Bent Cigar,ICBO-Enhanced,22,0.000000e+00
Bent Cigar,ICBO-Enhanced,23,0.000000e+00
Bent Cigar,ICBO-Enhanced,24,0.000000e+00
Bent Cigar,ICBO-Enhanced,25,0.000000e+00
Bent Cigar,ICBO-Enhanced,26,0.000000e+00
Bent Cigar,ICBO-Enhanced,27,0.000000e+00
Bent Cigar,ICBO-Enhanced,28,0.000000e+00
Bent Cigar,ICBO-Enhanced,29,0.000000e+00
Bent Cigar,ICBO-Enhanced,30,0.000000e+00
Bent Cigar,EDCBO-Fixed,1,1.515021e+01
Bent Cigar,EDCBO-Fixed,2,4.038366e+03
Bent Cigar,EDCBO-Fixed,3,1.959286e+01
Bent Cigar,EDCBO-Fixed,4,7.340108e+03
Bent Cigar,EDCBO-Fixed,5,3.078650e+02
Bent Cigar,EDCBO-Fixed,6,4.611621e+03
Bent Cigar,EDCBO-Fixed,7,1.239973e+03
Bent Cigar,EDCBO-Fixed,8,1.264352e+02
Bent Cigar,EDCBO-Fixed,9,1.219513e+03
Bent Cigar,EDCBO-Fixed,10,2.900237e+02
Bent Cigar,EDCBO-Fixed,11,6.690245e+01
Bent Cigar,EDCBO-Fixed,12,3.549154e+03
Bent Cigar,EDCBO-Fixed,13,3.899408e+03
Bent Cigar,EDCBO-Fixed,14,2.314664e+03
Bent Cigar,EDCBO-Fixed,15,5.915102e+00
Bent Cigar,EDCBO-Fixed,16,6.569257e+03
Bent Cigar,EDCBO-Fixed,17,6.650327e+03
Bent Cigar,EDCBO-Fixed,18,2.923690e+02
Bent Cigar,EDCBO-Fixed,19,3.221963e+03
Bent Cigar,EDCBO-Fixed,20,3.175446e+02
Bent Cigar,EDCBO-Fixed,21,7.468731e+02
Bent Cigar,EDCBO-Fixed,22,4.833008e+01
Bent Cigar,EDCBO-Fixed,23,4.349214e+03
Bent Cigar,EDCBO-Fixed,24,7.739088e+03
Bent Cigar,EDCBO-Fixed,25,4.772432e+02
Bent Cigar,EDCBO-Fixed,26,1.320035e+02
Bent Cigar,EDCBO-Fixed,27,6.556927e+03
Bent Cigar,EDCBO-Fixed,28,1.530514e+03
Bent Cigar,EDCBO-Fixed,29,4.082317e+03
Bent Cigar,EDCBO-Fixed,30,6.526375e+03
Discus,Random,1,7.026406e+04
Discus,Random,2,7.505648e+04
Discus,Random,3,6.991159e+04
Discus,Random,4,6.824349e+04
Discus,Random,5,7.687746e+04
Discus,Random,6,7.284832e+04
Discus,Random,7,7.149533e+04
Discus,Random,8,7.379117e+04
Discus,Random,9,6.993391e+04
Discus,Random,10,6.111660e+04
Discus,Random,11,8.143040e+04
Discus,Random,12,6.677607e+04
Discus,Random,13,5.531565e+04
Discus,Random,14,7.309822e+04
Discus,Random,15,6.334314e+04
Discus,Random,16,7.328848e+04
Discus,Random,17,6.672556e+04
Discus,Random,18,6.483042e+04
Discus,Random,19,6.453603e+04
Discus,Random,20,5.210050e+04
Discus,Random,21,7.682244e+04
Discus,Random,22,4.922249e+04
Discus,Random,23,7.091520e+04
Discus,Random,24,5.919162e+04
Discus,Random,25,7.685997e+04
Discus,Random,26,6.203578e+04
Discus,Random,27,7.675349e+04
Discus,Random,28,6.217122e+04
Discus,Random,29,5.764425e+04
Discus,Random,30,6.765072e+04
Discus,PSO,1,4.988548e-18
Discus,PSO,2,1.000000e+04
Discus,PSO,3,3.927006e-17
Discus,PSO,4,1.000000e+04
Discus,PSO,5,1.000000e+04
Discus,PSO,6,1.000000e+04
Discus,PSO,7,3.941626e-18
Discus,PSO,8,1.179988e-17
Discus,PSO,9,1.000000e+04
Discus,PSO,10,2.585220e-17
Discus,PSO,11,1.000000e+04
Discus,PSO,12,2.091291e-21
Discus,PSO,13,1.000000e+04
Discus,PSO,14,3.280758e-21
Discus,PSO,15,3.685468e-17
Discus,PSO,16,1.000000e+04
Discus,PSO,17,1.246165e-17
Discus,PSO,18,1.920190e-17
Discus,PSO,19,8.914241e-19
Discus,PSO,20,4.865006e-19
Discus,PSO,21,7.732807e-16
Discus,PSO,22,2.486448e-18
Discus,PSO,23,2.645851e-19
Discus,PSO,24,8.571323e-20
Discus,PSO,25,1.079074e-17
Discus,PSO,26,1.000000e+04
Discus,PSO,27,3.036318e-17
Discus,PSO,28,1.000000e+04
Discus,PSO,29,1.000000e+04
Discus,PSO,30,7.599283e-19
Discus,GWO,1,1.511639e-166
Discus,GWO,2,5.090999e-164
Discus,GWO,3,2.701184e-164
Discus,GWO,4,2.050145e-163
Discus,GWO,5,1.678147e-167
Discus,GWO,6,7.222827e-164
Discus,GWO,7,1.680702e-167
Discus,GWO,8,2.720293e-165
Discus,GWO,9,2.621991e-163
Discus,GWO,10,4.229927e-167
Discus,GWO,11,3.865670e-162
Discus,GWO,12,6.029457e-164
Discus,GWO,13,1.143139e-165
Discus,GWO,14,4.348332e-166
Discus,GWO,15,9.038101e-167
Discus,GWO,16,1.538055e-163
Discus,GWO,17,1.102441e-166
Discus,GWO,18,2.562401e-163
Discus,GWO,19,9.970862e-165
Discus,GWO,20,2.092947e-167
Discus,GWO,21,8.753044e-166
Discus,GWO,22,1.338277e-163
Discus,GWO,23,4.676747e-169
Discus,GWO,24,7.803793e-167
Discus,GWO,25,1.664888e-166
Discus,GWO,26,2.632414e-167
Discus,GWO,27,1.345321e-166
Discus,GWO,28,3.849604e-167
Discus,GWO,29,1.535241e-169
Discus,GWO,30,5.391027e-165
Discus,WOA,1,2.465756e-220
Discus,WOA,2,2.174300e-215
Discus,WOA,3,1.339504e-219
Discus,WOA,4,4.393155e-221
Discus,WOA,5,3.227480e-220
Discus,WOA,6,2.537968e-211
Discus,WOA,7,5.715402e-213
Discus,WOA,8,8.461348e-222
Discus,WOA,9,6.710382e-226
Discus,WOA,10,2.936893e-221
Discus,WOA,11,2.777678e-218
Discus,WOA,12,1.440041e-222
Discus,WOA,13,8.385702e-221
Discus,WOA,14,6.652729e-224
Discus,WOA,15,6.799161e-218
Discus,WOA,16,5.709965e-214
Discus,WOA,17,7.178519e-218
Discus,WOA,18,1.923234e-218
Discus,WOA,19,8.108515e-224
Discus,WOA,20,3.068654e-224
Discus,WOA,21,1.013130e-213
Discus,WOA,22,1.905204e-218
Discus,WOA,23,3.228823e-218
Discus,WOA,24,1.812932e-218
Discus,WOA,25,1.029416e-217
Discus,WOA,26,1.218803e-222
Discus,WOA,27,1.000813e-216
Discus,WOA,28,5.542233e-214
Discus,WOA,29,2.481086e-215
Discus,WOA,30,4.798037e-222
Discus,CBO,1,3.972551e-145
Discus,CBO,2,1.856500e-148
Discus,CBO,3,0.000000e+00
Discus,CBO,4,6.364540e-95
Discus,CBO,5,5.332476e-53
Discus,CBO,6,6.453012e-95
Discus,CBO,7,1.762161e-122
Discus,CBO,8,2.133492e-132
Discus,CBO,9,0.000000e+00
Discus,CBO,10,1.298634e-52
Discus,CBO,11,5.698341e-124
Discus,CBO,12,2.308849e-176
Discus,CBO,13,3.978246e-53
Discus,CBO,14,1.277798e-45
Discus,CBO,15,1.214187e-94
Discus,CBO,16,1.789213e-210
Discus,CBO,17,1.137785e-172
Discus,CBO,18,1.328910e-145
Discus,CBO,19,1.796259e-94
Discus,CBO,20,1.769209e-44
Discus,CBO,21,1.839855e-145
Discus,CBO,22,1.455283e-145
Discus,CBO,23,1.098579e-166
Discus,CBO,24,3.952070e-95
Discus,CBO,25,3.057691e-86
Discus,CBO,26,4.143738e-95
Discus,CBO,27,2.674494e-124
Discus,CBO,28,6.916030e-124
Discus,CBO,29,1.487069e-151
Discus,CBO,30,3.018718e-178
Discus,ICBO,1,1.141225e+03
Discus,ICBO,2,2.416530e-12
Discus,ICBO,3,5.766017e+02
Discus,ICBO,4,8.355068e+00
Discus,ICBO,5,1.294432e+01
Discus,ICBO,6,3.656851e+00
Discus,ICBO,7,2.074304e+01
Discus,ICBO,8,5.755701e+00
Discus,ICBO,9,8.134530e-05
Discus,ICBO,10,3.339942e+01
Discus,ICBO,11,9.105884e+00
Discus,ICBO,12,4.105208e-74
Discus,ICBO,13,2.373025e+00
Discus,ICBO,14,7.239813e-01
Discus,ICBO,15,8.225364e+02
Discus,ICBO,16,1.004233e-39
Discus,ICBO,17,3.258520e-04
Discus,ICBO,18,1.674736e-04
Discus,ICBO,19,4.191327e+01
Discus,ICBO,20,8.757436e+01
Discus,ICBO,21,1.847757e-02
Discus,ICBO,22,2.397203e-03
Discus,ICBO,23,1.741500e+02
Discus,ICBO,24,2.901643e-01
Discus,ICBO,25,2.659050e-14
Discus,ICBO,26,2.407119e+01
Discus,ICBO,27,1.510864e+02
Discus,ICBO,28,3.012256e-03
Discus,ICBO,29,1.483151e-13
Discus,ICBO,30,1.342955e+02
Discus,ICBO-Enhanced,1,1.992763e-190
Discus,ICBO-Enhanced,2,0.000000e+00
Discus,ICBO-Enhanced,3,3.213515e-267
Discus,ICBO-Enhanced,4,0.000000e+00
Discus,ICBO-Enhanced,5,7.408379e-241
Discus,ICBO-Enhanced,6,0.000000e+00
Discus,ICBO-Enhanced,7,3.840412e-104
Discus,ICBO-Enhanced,8,0.000000e+00
Discus,ICBO-Enhanced,9,0.000000e+00
Discus,ICBO-Enhanced,10,2.441114e-272
Discus,ICBO-Enhanced,11,0.000000e+00
Discus,ICBO-Enhanced,12,2.072746e-37
Discus,ICBO-Enhanced,13,2.722711e-289
Discus,ICBO-Enhanced,14,8.110469e-310
Discus,ICBO-Enhanced,15,0.000000e+00
Discus,ICBO-Enhanced,16,0.000000e+00
Discus,ICBO-Enhanced,17,0.000000e+00
Discus,ICBO-Enhanced,18,2.358521e-83
Discus,ICBO-Enhanced,19,0.000000e+00
Discus,ICBO-Enhanced,20,0.000000e+00
Discus,ICBO-Enhanced,21,0.000000e+00
Discus,ICBO-Enhanced,22,0.000000e+00
Discus,ICBO-Enhanced,23,0.000000e+00
Discus,ICBO-Enhanced,24,0.000000e+00
Discus,ICBO-Enhanced,25,4.090423e-250
Discus,ICBO-Enhanced,26,7.680564e-255
Discus,ICBO-Enhanced,27,2.900679e-261
Discus,ICBO-Enhanced,28,4.444696e-106
Discus,ICBO-Enhanced,29,0.000000e+00
Discus,ICBO-Enhanced,30,0.000000e+00
Discus,EDCBO-Fixed,1,2.392253e-04
Discus,EDCBO-Fixed,2,2.585033e-05
Discus,EDCBO-Fixed,3,5.285557e-06
Discus,EDCBO-Fixed,4,3.784408e-06
Discus,EDCBO-Fixed,5,2.909891e-05
Discus,EDCBO-Fixed,6,1.531584e-06
Discus,EDCBO-Fixed,7,1.319287e-06
Discus,EDCBO-Fixed,8,2.538768e-04
Discus,EDCBO-Fixed,9,2.568593e-06
Discus,EDCBO-Fixed,10,2.103738e-06
Discus,EDCBO-Fixed,11,3.710211e-04
Discus,EDCBO-Fixed,12,8.036068e-06
Discus,EDCBO-Fixed,13,1.487470e-06
Discus,EDCBO-Fixed,14,1.113450e-05
Discus,EDCBO-Fixed,15,2.087386e-06
Discus,EDCBO-Fixed,16,2.699278e-06
Discus,EDCBO-Fixed,17,2.429351e-06
Discus,EDCBO-Fixed,18,1.875294e-04
Discus,EDCBO-Fixed,19,7.996877e-05
Discus,EDCBO-Fixed,20,6.543972e-06
Discus,EDCBO-Fixed,21,1.119178e-05
Discus,EDCBO-Fixed,22,4.505497e-06
Discus,EDCBO-Fixed,23,1.228688e-06
Discus,EDCBO-Fixed,24,1.103433e-05
Discus,EDCBO-Fixed,25,3.029832e-04
Discus,EDCBO-Fixed,26,2.989188e-04
Discus,EDCBO-Fixed,27,2.590574e-06
Discus,EDCBO-Fixed,28,1.918360e-06
Discus,EDCBO-Fixed,29,3.444184e-06
Discus,EDCBO-Fixed,30,3.563394e-06
High Conditioned Elliptic,Random,1,6.032362e+08
High Conditioned Elliptic,Random,2,4.571207e+08
High Conditioned Elliptic,Random,3,4.808708e+08
High Conditioned Elliptic,Random,4,6.478415e+08
High Conditioned Elliptic,Random,5,5.311051e+08
High Conditioned Elliptic,Random,6,5.936719e+08
High Conditioned Elliptic,Random,7,6.168671e+08
High Conditioned Elliptic,Random,8,5.904891e+08
High Conditioned Elliptic,Random,9,6.846932e+08
High Conditioned Elliptic,Random,10,4.418415e+08
High Conditioned Elliptic,Random,11,3.870209e+08
High Conditioned Elliptic,Random,12,5.608933e+08
High Conditioned Elliptic,Random,13,5.470272e+08
High Conditioned Elliptic,Random,14,3.929583e+08
High Conditioned Elliptic,Random,15,4.797601e+08
High Conditioned Elliptic,Random,16,6.125243e+08
High Conditioned Elliptic,Random,17,3.226877e+08
High Conditioned Elliptic,Random,18,3.636565e+08
High Conditioned Elliptic,Random,19,4.809915e+08
High Conditioned Elliptic,Random,20,5.666935e+08
High Conditioned Elliptic,Random,21,4.723148e+08
High Conditioned Elliptic,Random,22,4.677788e+08
High Conditioned Elliptic,Random,23,5.546406e+08
High Conditioned Elliptic,Random,24,4.634876e+08
High Conditioned Elliptic,Random,25,7.077634e+08
High Conditioned Elliptic,Random,26,1.972787e+08
High Conditioned Elliptic,Random,27,6.838881e+08
High Conditioned Elliptic,Random,28,4.730073e+08
High Conditioned Elliptic,Random,29,4.591905e+08
High Conditioned Elliptic,Random,30,7.107533e+08
High Conditioned Elliptic,PSO,1,1.416041e+07
High Conditioned Elliptic,PSO,2,1.383019e+08
High Conditioned Elliptic,PSO,3,1.431375e+07
High Conditioned Elliptic,PSO,4,1.903494e+06
High Conditioned Elliptic,PSO,5,1.082637e+05
High Conditioned Elliptic,PSO,6,1.158913e+06
High Conditioned Elliptic,PSO,7,7.155177e+06
High Conditioned Elliptic,PSO,8,2.056796e+07
High Conditioned Elliptic,PSO,9,3.479552e+05
High Conditioned Elliptic,PSO,10,4.937886e+05
High Conditioned Elliptic,PSO,11,7.278954e+05
High Conditioned Elliptic,PSO,12,1.000000e+04
High Conditioned Elliptic,PSO,13,9.170829e+06
High Conditioned Elliptic,PSO,14,2.045970e+07
High Conditioned Elliptic,PSO,15,2.339427e+06
High Conditioned Elliptic,PSO,16,3.479552e+05
High Conditioned Elliptic,PSO,17,4.142294e+07
High Conditioned Elliptic,PSO,18,2.415665e+05
High Conditioned Elliptic,PSO,19,8.522617e+05
High Conditioned Elliptic,PSO,20,4.520354e+05
High Conditioned Elliptic,PSO,21,1.793570e-13
High Conditioned Elliptic,PSO,22,3.065298e+06
High Conditioned Elliptic,PSO,23,4.650545e+05
High Conditioned Elliptic,PSO,24,2.051693e+07
High Conditioned Elliptic,PSO,25,1.092656e+05
High Conditioned Elliptic,PSO,26,3.342573e+07
High Conditioned Elliptic,PSO,27,1.000000e+04
High Conditioned Elliptic,PSO,28,1.089868e+05
High Conditioned Elliptic,PSO,29,2.043360e+07
High Conditioned Elliptic,PSO,30,1.967231e+06
High Conditioned Elliptic,GWO,1,1.780498e-162
High Conditioned Elliptic,GWO,2,1.450356e-163
High Conditioned Elliptic,GWO,3,2.885704e-160
High Conditioned Elliptic,GWO,4,1.293879e-161
High Conditioned Elliptic,GWO,5,1.555287e-164
High Conditioned Elliptic,GWO,6,1.257164e-161
High Conditioned Elliptic,GWO,7,1.542849e-164
High Conditioned Elliptic,GWO,8,2.853679e-161
High Conditioned Elliptic,GWO,9,3.302251e-163
High Conditioned Elliptic,GWO,10,1.089048e-161
High Conditioned Elliptic,GWO,11,2.241105e-165
High Conditioned Elliptic,GWO,12,1.496857e-160
High Conditioned Elliptic,GWO,13,4.830368e-162
High Conditioned Elliptic,GWO,14,2.483139e-159
High Conditioned Elliptic,GWO,15,1.287624e-166
High Conditioned Elliptic,GWO,16,1.003014e-159
High Conditioned Elliptic,GWO,17,1.320503e-165
High Conditioned Elliptic,GWO,18,3.707599e-163
High Conditioned Elliptic,GWO,19,6.845885e-163
High Conditioned Elliptic,GWO,20,1.468480e-163
High Conditioned Elliptic,GWO,21,1.851265e-164
High Conditioned Elliptic,GWO,22,3.242425e-161
High Conditioned Elliptic,GWO,23,6.669174e-162
High Conditioned Elliptic,GWO,24,4.501172e-162
High Conditioned Elliptic,GWO,25,9.894174e-163
High Conditioned Elliptic,GWO,26,1.227526e-162
High Conditioned Elliptic,GWO,27,7.433723e-164
High Conditioned Elliptic,GWO,28,1.860446e-161
High Conditioned Elliptic,GWO,29,7.957289e-162
High Conditioned Elliptic,GWO,30,4.295601e-159
High Conditioned Elliptic,WOA,1,1.881370e-218
High Conditioned Elliptic,WOA,2,3.974238e-219
High Conditioned Elliptic,WOA,3,1.631523e-214
High Conditioned Elliptic,WOA,4,2.242650e-216
High Conditioned Elliptic,WOA,5,3.855881e-215
High Conditioned Elliptic,WOA,6,1.793837e-211
High Conditioned Elliptic,WOA,7,6.498624e-213
High Conditioned Elliptic,WOA,8,1.413757e-222
High Conditioned Elliptic,WOA,9,3.943653e-219
High Conditioned Elliptic,WOA,10,4.203815e-218
High Conditioned Elliptic,WOA,11,1.114505e-214
High Conditioned Elliptic,WOA,12,2.689504e-218
High Conditioned Elliptic,WOA,13,4.459465e-221
High Conditioned Elliptic,WOA,14,1.915450e-222
High Conditioned Elliptic,WOA,15,1.384474e-220
High Conditioned Elliptic,WOA,16,6.082495e-208
High Conditioned Elliptic,WOA,17,2.017545e-214
High Conditioned Elliptic,WOA,18,7.857429e-222
High Conditioned Elliptic,WOA,19,3.736735e-218
High Conditioned Elliptic,WOA,20,2.636653e-216
High Conditioned Elliptic,WOA,21,4.742477e-216
High Conditioned Elliptic,WOA,22,2.327399e-216
High Conditioned Elliptic,WOA,23,8.241813e-223
High Conditioned Elliptic,WOA,24,5.023035e-212
High Conditioned Elliptic,WOA,25,1.418969e-221
High Conditioned Elliptic,WOA,26,2.441361e-218
High Conditioned Elliptic,WOA,27,3.817328e-216
High Conditioned Elliptic,WOA,28,5.479550e-215
High Conditioned Elliptic,WOA,29,5.021240e-218
High Conditioned Elliptic,WOA,30,2.081424e-220
High Conditioned Elliptic,CBO,1,0.000000e+00
High Conditioned Elliptic,CBO,2,0.000000e+00
High Conditioned Elliptic,CBO,3,0.000000e+00
High Conditioned Elliptic,CBO,4,0.000000e+00
High Conditioned Elliptic,CBO,5,0.000000e+00
High Conditioned Elliptic,CBO,6,0.000000e+00
High Conditioned Elliptic,CBO,7,0.000000e+00
High Conditioned Elliptic,CBO,8,0.000000e+00
High Conditioned Elliptic,CBO,9,0.000000e+00
High Conditioned Elliptic,CBO,10,0.000000e+00
High Conditioned Elliptic,CBO,11,0.000000e+00
High Conditioned Elliptic,CBO,12,0.000000e+00
High Conditioned Elliptic,CBO,13,0.000000e+00
High Conditioned Elliptic,CBO,14,0.000000e+00
High Conditioned Elliptic,CBO,15,0.000000e+00
High Conditioned Elliptic,CBO,16,0.000000e+00
High Conditioned Elliptic,CBO,17,0.000000e+00
High Conditioned Elliptic,CBO,18,0.000000e+00
High Conditioned Elliptic,CBO,19,0.000000e+00
High Conditioned Elliptic,CBO,20,0.000000e+00
High Conditioned Elliptic,CBO,21,0.000000e+00
High Conditioned Elliptic,CBO,22,0.000000e+00
High Conditioned Elliptic,CBO,23,0.000000e+00
High Conditioned Elliptic,CBO,24,0.000000e+00
High Conditioned Elliptic,CBO,25,0.000000e+00
High Conditioned Elliptic,CBO,26,0.000000e+00
High Conditioned Elliptic,CBO,27,0.000000e+00
High Conditioned Elliptic,CBO,28,0.000000e+00
High Conditioned Elliptic,CBO,29,0.000000e+00
High Conditioned Elliptic,CBO,30,0.000000e+00
High Conditioned Elliptic,ICBO,1,4.792760e-192
High Conditioned Elliptic,ICBO,2,7.452048e-192
High Conditioned Elliptic,ICBO,3,4.909879e-192
High Conditioned Elliptic,ICBO,4,1.018885e-191
High Conditioned Elliptic,ICBO,5,3.198356e-192
High Conditioned Elliptic,ICBO,6,1.657855e-191
High Conditioned Elliptic,ICBO,7,5.608377e-192
High Conditioned Elliptic,ICBO,8,5.800907e-192
High Conditioned Elliptic,ICBO,9,8.288763e-192
High Conditioned Elliptic,ICBO,10,5.616454e-192
High Conditioned Elliptic,ICBO,11,6.115843e-192
High Conditioned Elliptic,ICBO,12,1.546683e-191
High Conditioned Elliptic,ICBO,13,2.784451e-192
High Conditioned Elliptic,ICBO,14,2.903810e-191
High Conditioned Elliptic,ICBO,15,6.876729e-192
High Conditioned Elliptic,ICBO,16,3.536441e-192
High Conditioned Elliptic,ICBO,17,3.381287e-192
